uid,file,id,label,field,status,source,current
dbt:Text.dbt:13151:_MEASURE_UseSilverBox3_TARGET_+0:chinese,Text.dbt,13151,_MEASURE_UseSilverBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13154:_MEASURE_UseGoldBox1_TARGET_+0:chinese,Text.dbt,13154,_MEASURE_UseGoldBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13157:_MEASURE_UseGoldBox2_TARGET_+0:chinese,Text.dbt,13157,_MEASURE_UseGoldBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13160:_MEASURE_UseGoldBox3_TARGET_+0:chinese,Text.dbt,13160,_MEASURE_UseGoldBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13174:_MEASURE_UseFatBox1_TARGET_+0:chinese,Text.dbt,13174,_MEASURE_UseFatBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13177:_MEASURE_UseFatBox2_TARGET_+0:chinese,Text.dbt,13177,_MEASURE_UseFatBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13180:_MEASURE_UseFatBox3_TARGET_+0:chinese,Text.dbt,13180,_MEASURE_UseFatBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13192:_MEASURE_UseLeatherBox1_TARGET_+0:chinese,Text.dbt,13192,_MEASURE_UseLeatherBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13195:_MEASURE_UseLeatherBox2_TARGET_+0:chinese,Text.dbt,13195,_MEASURE_UseLeatherBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13198:_MEASURE_UseLeatherBox3_TARGET_+0:chinese,Text.dbt,13198,_MEASURE_UseLeatherBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13210:_MEASURE_UseOakwoodBox1_TARGET_+0:chinese,Text.dbt,13210,_MEASURE_UseOakwoodBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13213:_MEASURE_UseOakwoodBox2_TARGET_+0:chinese,Text.dbt,13213,_MEASURE_UseOakwoodBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13216:_MEASURE_UseOakwoodBox3_TARGET_+0:chinese,Text.dbt,13216,_MEASURE_UseOakwoodBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13228:_MEASURE_UsePinewoodBox1_TARGET_+0:chinese,Text.dbt,13228,_MEASURE_UsePinewoodBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13231:_MEASURE_UsePinewoodBox2_TARGET_+0:chinese,Text.dbt,13231,_MEASURE_UsePinewoodBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13234:_MEASURE_UsePinewoodBox3_TARGET_+0:chinese,Text.dbt,13234,_MEASURE_UsePinewoodBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13246:_MEASURE_UseSugarBeetBox1_TARGET_+0:chinese,Text.dbt,13246,_MEASURE_UseSugarBeetBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13249:_MEASURE_UseSugarBeetBox2_TARGET_+0:chinese,Text.dbt,13249,_MEASURE_UseSugarBeetBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13252:_MEASURE_UseSugarBeetBox3_TARGET_+0:chinese,Text.dbt,13252,_MEASURE_UseSugarBeetBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13264:_MEASURE_UseWheatBox1_TARGET_+0:chinese,Text.dbt,13264,_MEASURE_UseWheatBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13267:_MEASURE_UseWheatBox2_TARGET_+0:chinese,Text.dbt,13267,_MEASURE_UseWheatBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13270:_MEASURE_UseWheatBox3_TARGET_+0:chinese,Text.dbt,13270,_MEASURE_UseWheatBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13282:_MEASURE_UseWoolBox1_TARGET_+0:chinese,Text.dbt,13282,_MEASURE_UseWoolBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13285:_MEASURE_UseWoolBox2_TARGET_+0:chinese,Text.dbt,13285,_MEASURE_UseWoolBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13288:_MEASURE_UseWoolBox3_TARGET_+0:chinese,Text.dbt,13288,_MEASURE_UseWoolBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13300:_MEASURE_UseHerringBox1_TARGET_+0:chinese,Text.dbt,13300,_MEASURE_UseHerringBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13303:_MEASURE_UseHerringBox2_TARGET_+0:chinese,Text.dbt,13303,_MEASURE_UseHerringBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13306:_MEASURE_UseHerringBox3_TARGET_+0:chinese,Text.dbt,13306,_MEASURE_UseHerringBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13318:_MEASURE_UseMediPackBox1_TARGET_+0:chinese,Text.dbt,13318,_MEASURE_UseMediPackBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13321:_MEASURE_UseMediPackBox2_TARGET_+0:chinese,Text.dbt,13321,_MEASURE_UseMediPackBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13324:_MEASURE_UseMediPackBox3_TARGET_+0:chinese,Text.dbt,13324,_MEASURE_UseMediPackBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13336:_MEASURE_UseWeaponsBox1_TARGET_+0:chinese,Text.dbt,13336,_MEASURE_UseWeaponsBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13339:_MEASURE_UseWeaponsBox2_TARGET_+0:chinese,Text.dbt,13339,_MEASURE_UseWeaponsBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13342:_MEASURE_UseWeaponsBox3_TARGET_+0:chinese,Text.dbt,13342,_MEASURE_UseWeaponsBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13354:_MEASURE_UseArmorsBox1_TARGET_+0:chinese,Text.dbt,13354,_MEASURE_UseArmorsBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13357:_MEASURE_UseArmorsBox2_TARGET_+0:chinese,Text.dbt,13357,_MEASURE_UseArmorsBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13360:_MEASURE_UseArmorsBox3_TARGET_+0:chinese,Text.dbt,13360,_MEASURE_UseArmorsBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13372:_MEASURE_UseCamouflageCloakBox1_TARGET_+0:chinese,Text.dbt,13372,_MEASURE_UseCamouflageCloakBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13375:_MEASURE_UseCamouflageCloakBox2_TARGET_+0:chinese,Text.dbt,13375,_MEASURE_UseCamouflageCloakBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13378:_MEASURE_UseCamouflageCloakBox3_TARGET_+0:chinese,Text.dbt,13378,_MEASURE_UseCamouflageCloakBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13390:_MEASURE_UseMeadBox1_TARGET_+0:chinese,Text.dbt,13390,_MEASURE_UseMeadBox1_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13393:_MEASURE_UseMeadBox2_TARGET_+0:chinese,Text.dbt,13393,_MEASURE_UseMeadBox2_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13396:_MEASURE_UseMeadBox3_TARGET_+0:chinese,Text.dbt,13396,_MEASURE_UseMeadBox3_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13400:_ITEM_Weapons_TOOLTIP_+0:chinese,Text.dbt,13400,_ITEM_Weapons_TOOLTIP_+0,chinese,译文为空,,
dbt:Text.dbt:13403:_ITEM_Armors_TOOLTIP_+0:chinese,Text.dbt,13403,_ITEM_Armors_TOOLTIP_+0,chinese,译文为空,,
dbt:Text.dbt:13406:_MEASURE_showdiseasedpeople_TARGET_+0:chinese,Text.dbt,13406,_MEASURE_showdiseasedpeople_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:13412:_CURRENTVERSION_+1:chinese,Text.dbt,13412,_CURRENTVERSION_+1,chinese,未翻译(同原文),The actual version number of the exe of >The Guild 2 - Renaissance< is !,The actual version number of the exe of >The Guild 2 - Renaissance< is !
dbt:Text.dbt:13416:_BUILDING_weddingchapel2_REQUIREMENTS_+0:chinese,Text.dbt,13416,_BUILDING_weddingchapel2_REQUIREMENTS_+0,chinese,译文为空,,
dbt:Text.dbt:13417:_BUILDING_weddingchapel2_POOL_+0:chinese,Text.dbt,13417,_BUILDING_weddingchapel2_POOL_+0,chinese,译文为空,,
dbt:Text.dbt:13418:_BUILDING_weddingchapel2_POOL_+1:chinese,Text.dbt,13418,_BUILDING_weddingchapel2_POOL_+1,chinese,译文为空,,
dbt:Text.dbt:13419:_BUILDING_weddingchapel2_POOL_+2:chinese,Text.dbt,13419,_BUILDING_weddingchapel2_POOL_+2,chinese,译文为空,,
dbt:Text.dbt:13420:_BUILDING_weddingchapel2_POOL_+3:chinese,Text.dbt,13420,_BUILDING_weddingchapel2_POOL_+3,chinese,译文为空,,
dbt:Text.dbt:13421:_BUILDING_weddingchapel2_POOL_+4:chinese,Text.dbt,13421,_BUILDING_weddingchapel2_POOL_+4,chinese,译文为空,,
dbt:Text.dbt:13422:_BUILDING_weddingchapel2_POOL_+5:chinese,Text.dbt,13422,_BUILDING_weddingchapel2_POOL_+5,chinese,译文为空,,
dbt:Text.dbt:13423:_BUILDING_weddingchapel2_POOL_+6:chinese,Text.dbt,13423,_BUILDING_weddingchapel2_POOL_+6,chinese,译文为空,,
dbt:Text.dbt:13424:_BUILDING_weddingchapel2_POOL_+7:chinese,Text.dbt,13424,_BUILDING_weddingchapel2_POOL_+7,chinese,译文为空,,
dbt:Text.dbt:13425:_BUILDING_weddingchapel2_POOL_+8:chinese,Text.dbt,13425,_BUILDING_weddingchapel2_POOL_+8,chinese,译文为空,,
dbt:Text.dbt:13426:_BUILDING_weddingchapel2_POOL_+9:chinese,Text.dbt,13426,_BUILDING_weddingchapel2_POOL_+9,chinese,译文为空,,
dbt:Text.dbt:13427:_BUILDING_weddingchapel2_POOL_+10:chinese,Text.dbt,13427,_BUILDING_weddingchapel2_POOL_+10,chinese,译文为空,,
dbt:Text.dbt:13428:_BUILDING_weddingchapel2_POOL_+11:chinese,Text.dbt,13428,_BUILDING_weddingchapel2_POOL_+11,chinese,译文为空,,
dbt:Text.dbt:14122:_SETTLEMENTSTATE_HEADLINE_+0:chinese,Text.dbt,14122,_SETTLEMENTSTATE_HEADLINE_+0,chinese,未翻译(同原文),$Z$[%1NAME$],$Z$[%1NAME$]
dbt:Text.dbt:15030:_TALENTS_bargaining_ICON_+0:chinese,Text.dbt,15030,_TALENTS_bargaining_ICON_+0,chinese,未翻译(同原文),$S[2023],$S[2023]
dbt:Text.dbt:15033:_TALENTS_shadow_arts_ICON_+0:chinese,Text.dbt,15033,_TALENTS_shadow_arts_ICON_+0,chinese,未翻译(同原文),$S[2020],$S[2020]
dbt:Text.dbt:15036:_TALENTS_craftsmanship_ICON_+0:chinese,Text.dbt,15036,_TALENTS_craftsmanship_ICON_+0,chinese,未翻译(同原文),$S[2019],$S[2019]
dbt:Text.dbt:15040:_TALENTS_fighting_ICON_+0:chinese,Text.dbt,15040,_TALENTS_fighting_ICON_+0,chinese,未翻译(同原文),$S[2018],$S[2018]
dbt:Text.dbt:15044:_TALENTS_charisma_ICON_+0:chinese,Text.dbt,15044,_TALENTS_charisma_ICON_+0,chinese,未翻译(同原文),$S[2025],$S[2025]
dbt:Text.dbt:15047:_TALENTS_dexterity_ICON_+0:chinese,Text.dbt,15047,_TALENTS_dexterity_ICON_+0,chinese,未翻译(同原文),$S[2016],$S[2016]
dbt:Text.dbt:15048:_TALENTS_constitution_ICON_+0:chinese,Text.dbt,15048,_TALENTS_constitution_ICON_+0,chinese,未翻译(同原文),$S[2017],$S[2017]
dbt:Text.dbt:15053:_TALENTS_empathy_ICON_+0:chinese,Text.dbt,15053,_TALENTS_empathy_ICON_+0,chinese,未翻译(同原文),$S[2022],$S[2022]
dbt:Text.dbt:15056:_TALENTS_secret_knowledge_ICON_+0:chinese,Text.dbt,15056,_TALENTS_secret_knowledge_ICON_+0,chinese,未翻译(同原文),$S[2024],$S[2024]
dbt:Text.dbt:15057:_TALENTS_rhetoric_ICON_+0:chinese,Text.dbt,15057,_TALENTS_rhetoric_ICON_+0,chinese,未翻译(同原文),$S[2021],$S[2021]
dbt:Text.dbt:15588:_TUTORIAL_CHAPTER_1_CHARACTER_MOVEMENT_QUESTBOOK_+0:chinese,Text.dbt,15588,_TUTORIAL_CHAPTER_1_CHARACTER_MOVEMENT_QUESTBOOK_+0,chinese,未翻译(同原文),#E[NT_NEUTRAL],#E[NT_NEUTRAL]
dbt:Text.dbt:15638:_TUTORIAL_CHAPTER_2_CHARACTER_VIEW_SKILLS_SUCCESS_+0:chinese,Text.dbt,15638,_TUTORIAL_CHAPTER_2_CHARACTER_VIEW_SKILLS_SUCCESS_+0,chinese,未翻译(同原文),#E[NT_FRIENDLY]???,#E[NT_FRIENDLY]???
dbt:Text.dbt:15703:_TUTORIAL_CHAPTER_3_BUILDING_GENERAL_RESIDENCE_INDOOR_QUESTBOOK_+0:chinese,Text.dbt,15703,_TUTORIAL_CHAPTER_3_BUILDING_GENERAL_RESIDENCE_INDOOR_QUESTBOOK_+0,chinese,未翻译(同原文),#E[NT_NEUTRAL],#E[NT_NEUTRAL]
dbt:Text.dbt:15740:_TUTORIAL_CHAPTER_3_BUY_BUILDING_INDOOR_QUESTBOOK_+0:chinese,Text.dbt,15740,_TUTORIAL_CHAPTER_3_BUY_BUILDING_INDOOR_QUESTBOOK_+0,chinese,未翻译(同原文),#E[NT_NEUTRAL]???,#E[NT_NEUTRAL]???
dbt:Text.dbt:16381:_MEASURE_CheerMusicians_TARGET_+0:chinese,Text.dbt,16381,_MEASURE_CheerMusicians_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:16412:_MEASURE_LevelUpCity_TARGET_+0:chinese,Text.dbt,16412,_MEASURE_LevelUpCity_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:16415:_MEASURE_CityTreasure_TARGET_+0:chinese,Text.dbt,16415,_MEASURE_CityTreasure_TARGET_+0,chinese,译文为空,,
dbt:Text.dbt:16469:_UPGRADE_Lagerschild_NAME_+0:chinese,Text.dbt,16469,_UPGRADE_Lagerschild_NAME_+0,chinese,未翻译(同原文),Warehouse sign,Warehouse sign
dbt:Text.dbt:16470:_UPGRADE_Lagerschild_NAME_+1:chinese,Text.dbt,16470,_UPGRADE_Lagerschild_NAME_+1,chinese,未翻译(同原文),Warehouse sign,Warehouse sign
dbt:Text.dbt:16471:_UPGRADE_Lagerschild_TOOLTIP_+0:chinese,Text.dbt,16471,_UPGRADE_Lagerschild_TOOLTIP_+0,chinese,未翻译(同原文),This sign draws the attention of passersby to the fact that this building is a warehouse.,This sign draws the attention of passersby to the fact that this building is a warehouse.
dbt:Text.dbt:16477:_NETWORK_MAP_DESC_ULM_+0:chinese,Text.dbt,16477,_NETWORK_MAP_DESC_ULM_+0,chinese,未翻译(同原文),"At the end of the 14th Century, the city councillors decided to expand Ulm to quadruple its original size. In the course of this process, many craftsmen and merchants took to the city, along with many an unsavoury character, to partake in some of the new prosperity.","At the end of the 14th Century, the city councillors decided to expand Ulm to quadruple its original size. In the course of this process, many craftsmen and merchants took to the city, along with many an unsavoury character, to partake in some of the new prosperity."
dbt:Text.dbt:16480:_NETWORK_MAP_DESC_VIENNA_2C:chinese,Text.dbt,16480,_NETWORK_MAP_DESC_VIENNA_2C,chinese,未翻译(同原文),"At the center of the Holy Roman Empire's German Nation, lie the tranquil cities of Vienna and Pressburg. However both cities are locked in a battle for supremecy in the archduchy of Austria.","At the center of the Holy Roman Empire's German Nation, lie the tranquil cities of Vienna and Pressburg. However both cities are locked in a battle for supremecy in the archduchy of Austria."
dbt:Text.dbt:16481:_CHARGE_FAILURE_+0:chinese,Text.dbt,16481,_CHARGE_FAILURE_+0,chinese,未翻译(同原文),"Unfortunately, the victim of your conspiracy is currently at war, defending our Fatherland. You cannot accuse them.","Unfortunately, the victim of your conspiracy is currently at war, defending our Fatherland. You cannot accuse them."
dbt:Text.dbt:16482:_CHURCH_087_CHANGEFAITH_CATHOLIC_DESCRIPTIONFAMILY_+0:chinese,Text.dbt,16482,_CHURCH_087_CHANGEFAITH_CATHOLIC_DESCRIPTIONFAMILY_+0,chinese,未翻译(同原文),Do you want to renounce your false faith and devote yourself to the Holy Roman Church?,Do you want to renounce your false faith and devote yourself to the Holy Roman Church?
dbt:Text.dbt:16483:_CHURCH_087_CHANGEFAITH_PROTESTANT_DESCRIPTIONFAMILY_+0:chinese,Text.dbt,16483,_CHURCH_087_CHANGEFAITH_PROTESTANT_DESCRIPTIONFAMILY_+0,chinese,未翻译(同原文),Do you want to renoune your affection for the Pope and devote yourself to the true Protestant faith?,Do you want to renoune your affection for the Pope and devote yourself to the true Protestant faith?
dbt:Text.dbt:16485:_NETWORK_MAP_DESC_ENGLAND_+0:chinese,Text.dbt,16485,_NETWORK_MAP_DESC_ENGLAND_+0,chinese,未翻译(同原文),"From the capital of London, the King of England controls the fate of his land. However the city also offers a lot of opportunities for Craftsmen, merchants and many an unsavoury character.","From the capital of London, the King of England controls the fate of his land. However the city also offers a lot of opportunities for Craftsmen, merchants and many an unsavoury character."
dbt:Text.dbt:16488:_DANCE_FAILURE_+0:chinese,Text.dbt,16488,_DANCE_FAILURE_+0,chinese,未翻译(同原文),Only women can delight your customers with a dance.,Only women can delight your customers with a dance.
dbt:Text.dbt:16490:_MEASURE_MineGuards_TOOLTIP_+0:chinese,Text.dbt,16490,_MEASURE_MineGuards_TOOLTIP_+0,chinese,未翻译(同原文),"Are you tired of nefarious ruffians robbing your mine, setting it on fire, or even capturing it? With this action, you will recruit guards who will then dedicate themselves entirely to your - yes your mine. And the ruffians who try to attack it.","Are you tired of nefarious ruffians robbing your mine, setting it on fire, or even capturing it? With this action, you will recruit guards who will then dedicate themselves entirely to your - yes your mine. And the ruffians who try to attack it."
dbt:Text.dbt:16491:_BUILDING_STATISTICS_+0:chinese,Text.dbt,16491,_BUILDING_STATISTICS_+0,chinese,译文缺行,"Sales: x%1n for $C[0,255,0]%2t$C",
dbt:Text.dbt:16492:_BUILDING_STATISTICS_+1:chinese,Text.dbt,16492,_BUILDING_STATISTICS_+1,chinese,译文缺行,"Purchases: x%1n for $C[255,0,0]%2t$C",
dbt:Text.dbt:16493:BuildingStatisticsSheet_+0:chinese,Text.dbt,16493,BuildingStatisticsSheet_+0,chinese,译文缺行,Building Statistics,
dbt:Text.dbt:16494:_MEASURE_ToggleBuildingStatistics_NAME_+0:chinese,Text.dbt,16494,_MEASURE_ToggleBuildingStatistics_NAME_+0,chinese,译文缺行,Open building statistics,
dbt:Text.dbt:16495:_MEASURE_ToggleBuildingStatistics_TOOLTIP_+0:chinese,Text.dbt,16495,_MEASURE_ToggleBuildingStatistics_TOOLTIP_+0,chinese,译文缺行,"Overview the economy linked to this building such as the items sold and bought by this building, including the materials required to produce them accessible by the chain of production.",
dbt:Text.dbt:16496:_BUILDING_STATISTICS_BASE_PRICE_+0:chinese,Text.dbt,16496,_BUILDING_STATISTICS_BASE_PRICE_+0,chinese,译文缺行,Base Price: %1t,
dbt:Text.dbt:16497:_BUILDING_STATISTICS_BOUGHT_+0:chinese,Text.dbt,16497,_BUILDING_STATISTICS_BOUGHT_+0,chinese,译文缺行,Bought: %1n units for %2t,
dbt:Text.dbt:16498:_BUILDING_STATISTICS_SOLD_+0:chinese,Text.dbt,16498,_BUILDING_STATISTICS_SOLD_+0,chinese,译文缺行,Sold: %1n units for %2t,
dbt:Text.dbt:16499:_BUILDING_STATISTICS_PROFIT_+0:chinese,Text.dbt,16499,_BUILDING_STATISTICS_PROFIT_+0,chinese,译文缺行,Profit: +%1t,
dbt:Text.dbt:16500:_BUILDING_STATISTICS_LOSS_+0:chinese,Text.dbt,16500,_BUILDING_STATISTICS_LOSS_+0,chinese,译文缺行,Loss: %1t,
dbt:Text.dbt:16501:_BUILDING_STATISTICS_AVG_BUY_+0:chinese,Text.dbt,16501,_BUILDING_STATISTICS_AVG_BUY_+0,chinese,译文缺行,Avg Buy Price: %1t,
dbt:Text.dbt:16502:_BUILDING_STATISTICS_AVG_SELL_+0:chinese,Text.dbt,16502,_BUILDING_STATISTICS_AVG_SELL_+0,chinese,译文缺行,Avg Sell Price: %1t,
dbt:Text.dbt:16510:_MEASURE_ReflectHeritage_NAME_+0:chinese,Text.dbt,16510,_MEASURE_ReflectHeritage_NAME_+0,chinese,译文缺行,Reflect on Heritage,
dbt:Text.dbt:16511:_MEASURE_ReflectHeritage_TOOLTIP_+0:chinese,Text.dbt,16511,_MEASURE_ReflectHeritage_TOOLTIP_+0,chinese,译文缺行,Sit upon the ancestral seat and contemplate the legacy of your dynasty. Those who have achieved true greatness may find something extraordinary.,
dbt:Text.dbt:16512:_REFLECTHERIT_MUSING_+0:chinese,Text.dbt,16512,_REFLECTHERIT_MUSING_+0,chinese,译文缺行,Let me look upon all that we have built...,
dbt:Text.dbt:16513:_REFLECTHERIT_FAIL_+0:chinese,Text.dbt,16513,_REFLECTHERIT_FAIL_+0,chinese,译文缺行,There is still much left to accomplish... The walls whisper of unfulfilled potential.,
dbt:Text.dbt:16514:_REFLECTHERIT_FAIL_+1:chinese,Text.dbt,16514,_REFLECTHERIT_FAIL_+1,chinese,译文缺行,I sense an incompleteness. This palace must first become worthy of a true legacy.,
dbt:Text.dbt:16515:_REFLECTHERIT_FAIL_+2:chinese,Text.dbt,16515,_REFLECTHERIT_FAIL_+2,chinese,译文缺行,Not yet... The echoes of destiny demand more of me.,
dbt:Text.dbt:16516:_REFLECTHERIT_SUCCESS_+0:chinese,Text.dbt,16516,_REFLECTHERIT_SUCCESS_+0,chinese,译文缺行,At last... I feel the weight of centuries of ambition crystallized in this very moment. This dynasty shall be eternal!,
dbt:Text.dbt:16517:_REFLECTHERIT_SUCCESS_+1:chinese,Text.dbt,16517,_REFLECTHERIT_SUCCESS_+1,chinese,译文缺行,"From nothing, an empire. From dust, a dynasty that shall outlive the stars themselves.",
dbt:Text.dbt:16518:_REFLECTHERIT_MUSING_+1:chinese,Text.dbt,16518,_REFLECTHERIT_MUSING_+1,chinese,译文缺行,The blood of generations courses through these halls... What secrets do these stones hold?,
dbt:Text.dbt:16519:_REFLECTHERIT_ULTRA_+0:chinese,Text.dbt,16519,_REFLECTHERIT_ULTRA_+0,chinese,译文缺行,Every challenge conquered. Every foe vanquished. Every ambition fulfilled. I stand as the living legend of this world!,
dbt:Text.dbt:16520:_REFLECTHERIT_ULTRA_+1:chinese,Text.dbt,16520,_REFLECTHERIT_ULTRA_+1,chinese,译文缺行,Let the heavens bear witness! No mortal dynasty has ever risen so high. We are beyond history itself!,
dbt:Text.dbt:16521:_REFLECTHERIT_ULTRA_+2:chinese,Text.dbt,16521,_REFLECTHERIT_ULTRA_+2,chinese,译文缺行,"What is this? An ancient chronicle, hidden beneath the family seal...",
dbt:Text.dbt:16522:_REFLECTHERIT_ULTRA_+3:chinese,Text.dbt,16522,_REFLECTHERIT_ULTRA_+3,chinese,译文缺行,Page after page of victories and conquests... not a single chapter left unfinished.,
dbt:Text.dbt:16523:_REFLECTHERIT_ULTRA_+4:chinese,Text.dbt,16523,_REFLECTHERIT_ULTRA_+4,chinese,译文缺行,From these walls I have watched a dynasty shape the very fate of this land... and now its story is complete.,
dbt:Text.dbt:16524:_REFLECTHERIT_GUEST_+0:chinese,Text.dbt,16524,_REFLECTHERIT_GUEST_+0,chinese,译文缺行,"My lord, the halls have never shone brighter. Truly, this dynasty stands above all others.",
dbt:Text.dbt:16525:_REFLECTHERIT_GUEST_+1:chinese,Text.dbt,16525,_REFLECTHERIT_GUEST_+1,chinese,译文缺行,Indeed! Even the merchants in distant lands speak of this house with reverence.,
dbt:Text.dbt:16526:_REFLECTHERIT_TOAST_+0:chinese,Text.dbt,16526,_REFLECTHERIT_TOAST_+0,chinese,译文缺行,To the dynasty! May its glory endure for a thousand years!,
dbt:Text.dbt:16527:_REFLECTHERIT_ULTRA_NOBLE_+0:chinese,Text.dbt,16527,_REFLECTHERIT_ULTRA_NOBLE_+0,chinese,译文缺行,My lord... what that scroll contains... it speaks of a dynasty that has conquered every challenge known to this world.,
dbt:Text.dbt:16528:_REFLECTHERIT_ULTRA_NOBLE_+1:chinese,Text.dbt,16528,_REFLECTHERIT_ULTRA_NOBLE_+1,chinese,译文缺行,We have all witnessed it with our own eyes. There is no greater house in all the realm.,
dbt:Text.dbt:16529:_REFLECTHERIT_ULTRA_SWORD_+0:chinese,Text.dbt,16529,_REFLECTHERIT_ULTRA_SWORD_+0,chinese,译文缺行,"By this blade and the blood of my ancestors - I claim what no dynasty has ever claimed! Absolute mastery over every trial, every conquest, every ambition!",
dbt:Text.dbt:16530:_REFLECTHERIT_ULTRA_SWORD_+1:chinese,Text.dbt,16530,_REFLECTHERIT_ULTRA_SWORD_+1,chinese,译文缺行,For the dynasty! For eternity!,
dbt:Text.dbt:16531:_REFLECTHERIT_MUSING_+2:chinese,Text.dbt,16531,_REFLECTHERIT_MUSING_+2,chinese,译文缺行,"And now, sitting upon this seat of power, I wonder... have I truly achieved all that I set out to do?",
dbt:Text.dbt:16532:_REFLECTHERIT_SUCCESS_+2:chinese,Text.dbt,16532,_REFLECTHERIT_SUCCESS_+2,chinese,译文缺行,"Every stone of this castle, every coin in our vaults, every title we bear -- all of it, proof that this dynasty is destined for eternity.",
dbt:Text.dbt:16533:_INTERFACE_WEDDINGPANEL_PLAYERDESC_+0:chinese,Text.dbt,16533,_INTERFACE_WEDDINGPANEL_PLAYERDESC_+0,chinese,译文缺行,%1SN,
dbt:Text.dbt:16534:_INTERFACE_WEDDINGPANEL_PARTNERDESC_+0:chinese,Text.dbt,16534,_INTERFACE_WEDDINGPANEL_PARTNERDESC_+0,chinese,译文缺行,%1SN,
dbt:Text.dbt:16535:_INTERFACE_WEDDINGPANEL_LEVEL_+0:chinese,Text.dbt,16535,_INTERFACE_WEDDINGPANEL_LEVEL_+0,chinese,译文缺行,Dreadful,
dbt:Text.dbt:16536:_INTERFACE_WEDDINGPANEL_LEVEL_+1:chinese,Text.dbt,16536,_INTERFACE_WEDDINGPANEL_LEVEL_+1,chinese,译文缺行,Poor,
dbt:Text.dbt:16537:_INTERFACE_WEDDINGPANEL_LEVEL_+2:chinese,Text.dbt,16537,_INTERFACE_WEDDINGPANEL_LEVEL_+2,chinese,译文缺行,Modest,
dbt:Text.dbt:16538:_INTERFACE_WEDDINGPANEL_LEVEL_+3:chinese,Text.dbt,16538,_INTERFACE_WEDDINGPANEL_LEVEL_+3,chinese,译文缺行,Decent,
dbt:Text.dbt:16539:_INTERFACE_WEDDINGPANEL_LEVEL_+4:chinese,Text.dbt,16539,_INTERFACE_WEDDINGPANEL_LEVEL_+4,chinese,译文缺行,Fine,
dbt:Text.dbt:16540:_INTERFACE_WEDDINGPANEL_LEVEL_+5:chinese,Text.dbt,16540,_INTERFACE_WEDDINGPANEL_LEVEL_+5,chinese,译文缺行,Grand,
dbt:Text.dbt:16541:_INTERFACE_WEDDINGPANEL_LEVEL_+6:chinese,Text.dbt,16541,_INTERFACE_WEDDINGPANEL_LEVEL_+6,chinese,译文缺行,Magnificent,
